drugA,drugB,cell_line,synergy
MK-5108,ABT-888,HCT116,12.8623303503
MK-5108,ABT-888,HT144,17.2349887807
MK-5108,ABT-888,HT29,8.3164263489
MK-5108,ABT-888,KPL1,9.1323705044
MK-5108,ABT-888,LNCAP,-51.680817151
MK-5108,ABT-888,LOVO,8.0588846152
MK-5108,ABT-888,MDAMB436,8.6173857414
MK-5108,ABT-888,NCIH1650,-0.7652991046
MK-5108,ABT-888,NCIH2122,16.1079395935
MK-5108,ABT-888,NCIH23,5.150428105
MK-5108,ABT-888,NCIH460,3.26703637
MK-5108,ABT-888,NCIH520,-4.4146568474
MK-5108,ABT-888,OV90,2.1275286322
MK-5108,ABT-888,OVCAR3,14.6792121358
MK-5108,ABT-888,RKO,32.2219277488
MK-5108,ABT-888,RPMI7951,5.8452451743
MK-5108,ABT-888,SKMEL30,16.7711260345
MK-5108,ABT-888,SKMES1,0.8068295999
MK-5108,ABT-888,SKOV3,18.7403967513
MK-5108,ABT-888,SW620,5.9671515263
MK-5108,ABT-888,SW837,-5.5377685426
MK-5108,ABT-888,T47D,9.5584504334
MK-5108,ABT-888,UACC62,21.4071470467
MK-5108,ABT-888,VCAP,8.9836420274
MK-5108,ABT-888,ZR751,-13.8228584549
MK-5108,BEZ-235,A2058,10.9771609247
MK-5108,BEZ-235,A2780,18.9002512068
MK-5108,BEZ-235,A375,18.4178052618
MK-5108,BEZ-235,CAOV3,14.6129009219
MK-5108,BEZ-235,ES2,14.9508133198
MK-5108,BEZ-235,HCT116,29.7054700167
MK-5108,BEZ-235,HT144,6.1895519026
MK-5108,BEZ-235,HT29,25.9837550268
MK-5108,BEZ-235,KPL1,23.3920127362
MK-5108,BEZ-235,LNCAP,-60.3238010206
MK-5108,BEZ-235,LOVO,22.5055494024
MK-5108,BEZ-235,MDAMB436,24.6303140673
MK-5108,BEZ-235,NCIH1650,10.3522799985
MK-5108,BEZ-235,NCIH2122,-6.6121499761
MK-5108,BEZ-235,NCIH23,7.3946284641
MK-5108,BEZ-235,NCIH460,1.4118202685
MK-5108,BEZ-235,NCIH520,17.2048932523
MK-5108,BEZ-235,OV90,16.5629753484
MK-5108,BEZ-235,OVCAR3,15.1844049517
MK-5108,BEZ-235,RKO,12.2386761343
MK-5108,BEZ-235,RPMI7951,8.840807468
MK-5108,BEZ-235,SKMEL30,27.0458167455
MK-5108,BEZ-235,SKMES1,11.1430461918
MK-5108,BEZ-235,SKOV3,15.0900792308
MK-5108,BEZ-235,SW620,15.4376608253
MK-5108,BEZ-235,SW837,28.4951257282
MK-5108,BEZ-235,T47D,114.5673780091
MK-5108,BEZ-235,UACC62,21.264106475
MK-5108,BEZ-235,VCAP,12.3671286419
MK-5108,BEZ-235,ZR751,15.7635331673
MK-5108,BORTEZOMIB,A2058,-4.6284858456
MK-5108,BORTEZOMIB,A2780,-12.5047157257
MK-5108,BORTEZOMIB,A375,8.6189653593
MK-5108,BORTEZOMIB,CAOV3,-22.209987649
MK-5108,BORTEZOMIB,ES2,-9.9325751692
MK-5108,BORTEZOMIB,HCT116,-2.6350674867
MK-5108,BORTEZOMIB,HT144,-18.6569206031
MK-5108,BORTEZOMIB,HT29,-11.6490231823
MK-5108,BORTEZOMIB,KPL1,-8.0819441763
MK-5108,BORTEZOMIB,LNCAP,-169.1358708961
MK-5108,BORTEZOMIB,LOVO,-5.1240670052
MK-5108,BORTEZOMIB,MDAMB436,-5.7638243227
MK-5108,BORTEZOMIB,NCIH1650,-16.5493200647
MK-5108,BORTEZOMIB,NCIH2122,-27.8083580879
MK-5108,BORTEZOMIB,NCIH23,-0.3525336791
MK-5108,BORTEZOMIB,NCIH460,-29.3281423953
MK-5108,BORTEZOMIB,NCIH520,-28.4526680242
MK-5108,BORTEZOMIB,OV90,-7.5440906985
MK-5108,BORTEZOMIB,OVCAR3,-16.1269476934
MK-5108,BORTEZOMIB,RKO,12.8225984905
MK-5108,BORTEZOMIB,RPMI7951,-8.2179252352
MK-5108,BORTEZOMIB,SKMEL30,0.9883266825
MK-5108,BORTEZOMIB,SKMES1,-21.716037831
MK-5108,BORTEZOMIB,SKOV3,16.5584898712
MK-5108,BORTEZOMIB,SW620,-4.8473952206
MK-5108,BORTEZOMIB,SW837,-0.6083260884
MK-5108,BORTEZOMIB,T47D,-8.625776934
MK-5108,BORTEZOMIB,UACC62,-16.9223387465
MK-5108,BORTEZOMIB,VCAP,-12.7739778193
MK-5108,BORTEZOMIB,ZR751,-28.8017215539
MK-5108,DASATINIB,A2058,31.7288985973
MK-5108,DASATINIB,A2780,62.0505312883
MK-5108,DASATINIB,A375,17.9324338942
MK-5108,DASATINIB,CAOV3,4.9481840868
MK-5108,DASATINIB,ES2,-0.9587080672
MK-5108,DASATINIB,HCT116,20.9729414511
MK-5108,DASATINIB,HT144,-34.6447366365
MK-5108,DASATINIB,HT29,23.6865781924
MK-5108,DASATINIB,KPL1,19.2977096003
MK-5108,DASATINIB,LNCAP,7.7113229194
MK-5108,DASATINIB,LOVO,42.3654812584
MK-5108,DASATINIB,MDAMB436,16.8716215559
MK-5108,DASATINIB,NCIH1650,30.6315438637
MK-5108,DASATINIB,NCIH2122,-63.7916214378
MK-5108,DASATINIB,NCIH23,16.1115432581
MK-5108,DASATINIB,NCIH460,6.9203973181
MK-5108,DASATINIB,NCIH520,40.7685197393
MK-5108,DASATINIB,OV90,8.2524591812
MK-5108,DASATINIB,OVCAR3,55.8942824987
MK-5108,DASATINIB,RKO,17.4720259371
MK-5108,DASATINIB,RPMI7951,13.2913888202
MK-5108,DASATINIB,SKMEL30,-12.2451078089
MK-5108,DASATINIB,SKMES1,7.8762065418
MK-5108,DASATINIB,SKOV3,14.2141261777
MK-5108,DASATINIB,SW620,24.554217623
MK-5108,DASATINIB,SW837,18.5008652273
MK-5108,DASATINIB,T47D,-5.7994044294
MK-5108,DASATINIB,UACC62,25.7036303128
MK-5108,DASATINIB,VCAP,27.9520380078
MK-5108,DASATINIB,ZR751,1.306260808
MK-5108,DINACICLIB,A2058,-8.5089844634
MK-5108,DINACICLIB,A2780,-6.2825239238
MK-5108,DINACICLIB,A375,3.0914696792
MK-5108,DINACICLIB,CAOV3,-11.4823232002
MK-5108,DINACICLIB,ES2,-0.7753142377
MK-5108,DINACICLIB,HCT116,-3.0044741121
MK-5108,DINACICLIB,HT144,-7.0969370131
MK-5108,DINACICLIB,HT29,0.7940741739
MK-5108,DINACICLIB,KPL1,2.9095352026
MK-5108,DINACICLIB,LNCAP,-87.0746347768
MK-5108,DINACICLIB,LOVO,-4.4349597376
MK-5108,DINACICLIB,MDAMB436,-3.5207983029
MK-5108,DINACICLIB,NCIH1650,-0.6469898377
MK-5108,DINACICLIB,NCIH2122,-13.3141073289
MK-5108,DINACICLIB,NCIH23,-6.9645430839
MK-5108,DINACICLIB,NCIH460,-8.3090289731
MK-5108,DINACICLIB,NCIH520,-18.266379557
MK-5108,DINACICLIB,OV90,-7.1756408475
MK-5108,DINACICLIB,OVCAR3,8.2296078448
MK-5108,DINACICLIB,RKO,7.0143083329
MK-5108,DINACICLIB,RPMI7951,-6.4619878258
MK-5108,DINACICLIB,SKMEL30,9.4109490724
MK-5108,DINACICLIB,SKMES1,-14.0787149418
MK-5108,DINACICLIB,SKOV3,7.4271975255
MK-5108,DINACICLIB,SW620,-5.4452625855
MK-5108,DINACICLIB,SW837,9.0094831163
MK-5108,DINACICLIB,T47D,-12.408019343
MK-5108,DINACICLIB,UACC62,7.1095869605
MK-5108,DINACICLIB,VCAP,-21.4325734134
MK-5108,DINACICLIB,ZR751,-17.7215887581
MK-5108,ERLOTINIB,A2058,-5.2838859363
MK-5108,ERLOTINIB,A2780,9.658913392
MK-5108,ERLOTINIB,A375,16.0632665906
MK-5108,ERLOTINIB,CAOV3,-3.6003645116
MK-5108,ERLOTINIB,ES2,11.302009626
MK-5108,ERLOTINIB,HCT116,15.4002206973
MK-5108,ERLOTINIB,HT144,12.608817768
MK-5108,ERLOTINIB,HT29,6.1510064577
MK-5108,ERLOTINIB,KPL1,13.9655089256
MK-5108,ERLOTINIB,LNCAP,-12.0532180309
MK-5108,ERLOTINIB,LOVO,24.6396429452
MK-5108,ERLOTINIB,MDAMB436,-0.5146351318
MK-5108,ERLOTINIB,NCIH1650,-3.4016876368
MK-5108,ERLOTINIB,NCIH2122,-1.527899187
MK-5108,ERLOTINIB,NCIH23,12.0950924648
MK-5108,ERLOTINIB,NCIH460,-0.9540443752
MK-5108,ERLOTINIB,NCIH520,-2.5315569267
MK-5108,ERLOTINIB,OV90,5.6449451087
MK-5108,ERLOTINIB,OVCAR3,13.5780691189
MK-5108,ERLOTINIB,RKO,-4.5274399203
MK-5108,ERLOTINIB,RPMI7951,1.1324525111
MK-5108,ERLOTINIB,SKMEL30,12.2725883136
MK-5108,ERLOTINIB,SKMES1,10.0743183066
MK-5108,ERLOTINIB,SKOV3,14.9267406905
MK-5108,ERLOTINIB,SW620,0.7896493774
MK-5108,ERLOTINIB,SW837,25.8413633567
MK-5108,ERLOTINIB,T47D,37.6663646568
MK-5108,ERLOTINIB,UACC62,31.4075531255
MK-5108,ERLOTINIB,VCAP,25.8750949241
MK-5108,ERLOTINIB,ZR751,28.6856744185
MK-5108,GELDANAMYCIN,A2058,-11.074795953
MK-5108,GELDANAMYCIN,A2780,3.5530476266
MK-5108,GELDANAMYCIN,A375,-4.3408131065
MK-5108,GELDANAMYCIN,CAOV3,-15.4570226869
MK-5108,GELDANAMYCIN,ES2,-0.2275490944
MK-5108,GELDANAMYCIN,HCT116,4.8164993084
MK-5108,GELDANAMYCIN,HT144,-1.3823519971
MK-5108,GELDANAMYCIN,HT29,-4.8320476135
MK-5108,GELDANAMYCIN,KPL1,5.693635878
MK-5108,GELDANAMYCIN,LNCAP,-126.1315601053
MK-5108,GELDANAMYCIN,LOVO,-8.0318201984
MK-5108,GELDANAMYCIN,MDAMB436,12.3567728992
MK-5108,GELDANAMYCIN,NCIH1650,2.2787564448
MK-5108,GELDANAMYCIN,NCIH2122,-16.1718539747
MK-5108,GELDANAMYCIN,NCIH23,2.1668750184
MK-5108,GELDANAMYCIN,NCIH460,5.2017631314
MK-5108,GELDANAMYCIN,NCIH520,-2.7621370191
MK-5108,GELDANAMYCIN,OV90,-3.2132522972
MK-5108,GELDANAMYCIN,OVCAR3,-0.1814499839
MK-5108,GELDANAMYCIN,RKO,20.349573018
MK-5108,GELDANAMYCIN,RPMI7951,-4.1650048104
MK-5108,GELDANAMYCIN,SKMEL30,7.3331621057
MK-5108,GELDANAMYCIN,SKMES1,0.8107452572
MK-5108,GELDANAMYCIN,SKOV3,3.4451507573
MK-5108,GELDANAMYCIN,SW620,-0.8576635619
MK-5108,GELDANAMYCIN,SW837,8.3140725142
MK-5108,GELDANAMYCIN,T47D,44.7814331695
MK-5108,GELDANAMYCIN,UACC62,11.680931448
MK-5108,GELDANAMYCIN,VCAP,-5.8801155636
MK-5108,GELDANAMYCIN,ZR751,-23.1192878657
MK-5108,MK-2206,A2058,2.1837131891
MK-5108,MK-2206,A2780,22.8728817292
MK-5108,MK-2206,A375,8.4740344791
MK-5108,MK-2206,CAOV3,39.8693155754
MK-5108,MK-2206,ES2,4.1233251492
MK-5108,MK-2206,HCT116,19.872203839
MK-5108,MK-2206,HT144,9.2935359497
MK-5108,MK-2206,HT29,13.8840794739
MK-5108,MK-2206,KPL1,38.0653465002
MK-5108,MK-2206,LNCAP,-5.611321793
MK-5108,MK-2206,LOVO,16.5020831345
MK-5108,MK-2206,MDAMB436,8.3489352993
MK-5108,MK-2206,NCIH1650,3.0832716136
MK-5108,MK-2206,NCIH2122,5.2153811664
MK-5108,MK-2206,NCIH23,13.7172872062
MK-5108,MK-2206,NCIH460,5.4744883625
MK-5108,MK-2206,NCIH520,14.2668607092
MK-5108,MK-2206,OV90,8.1943747713
MK-5108,MK-2206,OVCAR3,1.6727881598
MK-5108,MK-2206,RKO,4.5408342684
MK-5108,MK-2206,RPMI7951,7.5533076105
MK-5108,MK-2206,SKMEL30,4.793542457
MK-5108,MK-2206,SKMES1,17.4513210055
MK-5108,MK-2206,SKOV3,20.038641143
MK-5108,MK-2206,SW620,9.8210767966
MK-5108,MK-2206,SW837,-2.2480451233
MK-5108,MK-2206,T47D,-10.816300737
MK-5108,MK-2206,UACC62,14.8507331915
MK-5108,MK-2206,VCAP,13.1406987984
MK-5108,MK-2206,ZR751,21.8990747963
MK-5108,MK-4827,A2058,29.7188981207
MK-5108,MK-4827,A2780,16.5176260481
MK-5108,MK-4827,A375,18.9555489431
MK-5108,MK-4827,CAOV3,-16.4423010238
MK-5108,MK-4827,ES2,10.4105315999
MK-5108,MK-4827,HCT116,12.6768685897
MK-5108,MK-4827,HT144,-3.9928755323
MK-5108,MK-4827,HT29,20.0138584834
MK-5108,MK-4827,KPL1,-0.0891560961
MK-5108,MK-4827,LNCAP,-22.6411422273
MK-5108,MK-4827,LOVO,0.1114989778
MK-5108,MK-4827,MDAMB436,20.2714887469
MK-5108,MK-4827,NCIH1650,7.8430222157
MK-5108,MK-4827,NCIH2122,26.3588346926
MK-5108,MK-4827,NCIH23,17.3490237632
MK-5108,MK-4827,NCIH460,-0.4268016441
MK-5108,MK-4827,NCIH520,-12.6097467361
MK-5108,MK-4827,OV90,8.382194094
MK-5108,MK-4827,OVCAR3,32.8538899878
MK-5108,MK-4827,RKO,48.3047122562
MK-5108,MK-4827,RPMI7951,13.8238692804
MK-5108,MK-4827,SKMEL30,16.651181403
MK-5108,MK-4827,SKMES1,0.2737455978
MK-5108,MK-4827,SKOV3,19.0968516414
MK-5108,MK-4827,SW620,21.1346429354
MK-5108,MK-4827,SW837,6.6715249409
MK-5108,MK-4827,T47D,15.8547798415
MK-5108,MK-4827,UACC62,16.5707127141
MK-5108,MK-4827,VCAP,-1.6408946378
MK-5108,MK-4827,ZR751,0.7388143262
MK-5108,MK-8669,A2058,17.8854604204
MK-5108,MK-8669,A2780,49.6813561113
MK-5108,MK-8669,A375,24.169714106
MK-5108,MK-8669,CAOV3,35.0040632279
MK-5108,MK-8669,ES2,4.128027478
MK-5108,MK-8669,HCT116,8.9989041539
MK-5108,MK-8669,HT144,5.7859467817
MK-5108,MK-8669,HT29,11.9821066293
MK-5108,MK-8669,KPL1,28.9895147859
MK-5108,MK-8669,LNCAP,-5.6036685799
MK-5108,MK-8669,LOVO,18.7534344059
MK-5108,MK-8669,MDAMB436,9.8153760596
MK-5108,MK-8669,NCIH1650,23.7596010401
MK-5108,MK-8669,NCIH2122,-1.4847131966
MK-5108,MK-8669,NCIH23,14.2516865852
MK-5108,MK-8669,NCIH460,-10.615308851
MK-5108,MK-8669,NCIH520,9.6178207519
MK-5108,MK-8669,OV90,13.3631628967
MK-5108,MK-8669,OVCAR3,11.0348895802
MK-5108,MK-8669,RKO,18.7237973858
MK-5108,MK-8669,RPMI7951,25.7618371305
MK-5108,MK-8669,SKMEL30,29.0245604131
MK-5108,MK-8669,SKMES1,-1.700556664
MK-5108,MK-8669,SKOV3,28.4446440246
MK-5108,MK-8669,SW620,13.7149887471
MK-5108,MK-8669,SW837,27.7614001841
MK-5108,MK-8669,T47D,35.5802562366
MK-5108,MK-8669,UACC62,24.3639398349
MK-5108,MK-8669,VCAP,20.434388764
MK-5108,MK-8669,ZR751,19.872391724
MK-5108,MK-8776,A2058,-4.9720354042
MK-5108,MK-8776,A2780,11.1279142517
MK-5108,MK-8776,A375,8.954109954
MK-5108,MK-8776,CAOV3,-1.1563283958
MK-5108,MK-8776,ES2,3.8951329092
MK-5108,MK-8776,HCT116,8.6720980913
MK-5108,MK-8776,HT144,-6.3600947377
MK-5108,MK-8776,HT29,0.2650912754
MK-5108,MK-8776,KPL1,-5.4553263564
MK-5108,MK-8776,LNCAP,-84.9729867148
MK-5108,MK-8776,LOVO,3.9688947949
MK-5108,MK-8776,MDAMB436,5.711047137
MK-5108,MK-8776,NCIH1650,-3.7483841302
MK-5108,MK-8776,NCIH2122,-17.1136357508
MK-5108,MK-8776,NCIH23,10.0364630956
MK-5108,MK-8776,NCIH460,-10.5544510527
MK-5108,MK-8776,NCIH520,-12.5856952658
MK-5108,MK-8776,OV90,-5.5219530687
MK-5108,MK-8776,OVCAR3,16.4586503236
MK-5108,MK-8776,RKO,11.832005858
MK-5108,MK-8776,RPMI7951,-0.6898478059
MK-5108,MK-8776,SKMEL30,26.7706727696
MK-5108,MK-8776,SKMES1,-9.6323544885
MK-5108,MK-8776,SKOV3,20.1298651779
MK-5108,MK-8776,SW620,1.5272913794
MK-5108,MK-8776,SW837,-9.9323288082
MK-5108,MK-8776,T47D,-8.4214812533
MK-5108,MK-8776,UACC62,4.3848791181
MK-5108,MK-8776,VCAP,-1.6608462302
MK-5108,MK-8776,ZR751,-8.3119245299
MK-5108,OXALIPLATIN,A2058,-16.7996063909
MK-5108,OXALIPLATIN,A2780,-4.3523637738
MK-5108,OXALIPLATIN,A375,-5.3303773886
MK-5108,OXALIPLATIN,CAOV3,-13.6555561407
MK-5108,OXALIPLATIN,ES2,-9.5513468007
MK-5108,OXALIPLATIN,HCT116,9.7990921266
MK-5108,OXALIPLATIN,HT144,-8.397447923
MK-5108,OXALIPLATIN,HT29,4.4849243293
MK-5108,OXALIPLATIN,KPL1,-4.933031352
MK-5108,OXALIPLATIN,LNCAP,-4.226338672
MK-5108,OXALIPLATIN,LOVO,-11.8617884675
MK-5108,OXALIPLATIN,MDAMB436,-7.2208538329
MK-5108,OXALIPLATIN,NCIH1650,-1.2331419403
MK-5108,OXALIPLATIN,NCIH2122,-3.5551533116
MK-5108,OXALIPLATIN,NCIH23,2.54751105
MK-5108,OXALIPLATIN,NCIH460,-19.6671460537
MK-5108,OXALIPLATIN,NCIH520,-8.2372477348
MK-5108,OXALIPLATIN,OV90,-10.7979527623
MK-5108,OXALIPLATIN,OVCAR3,8.2052132862
MK-5108,OXALIPLATIN,RKO,3.9725210028
MK-5108,OXALIPLATIN,RPMI7951,-12.3428233955
MK-5108,OXALIPLATIN,SKMEL30,7.3696404449
MK-5108,OXALIPLATIN,SKMES1,-6.4987958061
MK-5108,OXALIPLATIN,SKOV3,3.6904060741
MK-5108,OXALIPLATIN,SW620,4.2990642413
MK-5108,OXALIPLATIN,SW837,4.6773223847
MK-5108,OXALIPLATIN,T47D,18.3675728295
MK-5108,OXALIPLATIN,UACC62,-10.3383530102
MK-5108,OXALIPLATIN,VCAP,8.7049124244
MK-5108,OXALIPLATIN,ZR751,-19.6652054307
MK-5108,PD325901,A2058,-8.2137415585
MK-5108,PD325901,A2780,24.7563364777
MK-5108,PD325901,A375,0.8007414554
MK-5108,PD325901,CAOV3,15.395833176
MK-5108,PD325901,ES2,5.2321252629
MK-5108,PD325901,HCT116,40.8787744343
MK-5108,PD325901,HT144,8.1354999076
MK-5108,PD325901,HT29,2.5646935232
MK-5108,PD325901,KPL1,-2.9925619495
MK-5108,PD325901,LNCAP,-86.7106353868
MK-5108,PD325901,LOVO,12.1258263121
MK-5108,PD325901,MDAMB436,5.2255611726
MK-5108,PD325901,NCIH1650,7.8415918828
MK-5108,PD325901,NCIH2122,-10.1646910992
MK-5108,PD325901,NCIH23,21.1288120569
MK-5108,PD325901,NCIH460,14.9755845088
MK-5108,PD325901,NCIH520,-10.0684407894
MK-5108,PD325901,OV90,2.5700270087
MK-5108,PD325901,OVCAR3,7.9931847307
MK-5108,PD325901,RKO,15.0405498318
MK-5108,PD325901,RPMI7951,-2.7268265752
MK-5108,PD325901,SKMEL30,4.4965635459
MK-5108,PD325901,SKMES1,-6.6377385702
MK-5108,PD325901,SKOV3,22.3996508801
MK-5108,PD325901,SW620,16.3710433415
MK-5108,PD325901,SW837,17.0989301265
MK-5108,PD325901,T47D,25.5799924753
MK-5108,PD325901,UACC62,-2.5577719523
MK-5108,PD325901,VCAP,1.2492144077
MK-5108,PD325901,ZR751,-18.510086458
MK-5108,SN-38,A2058,-7.8878246555
MK-5108,SN-38,A2780,4.4932002496
MK-5108,SN-38,A375,3.2993107289
MK-5108,SN-38,CAOV3,-20.3365006808
MK-5108,SN-38,ES2,6.8219055895
MK-5108,SN-38,HCT116,0.6267502377
MK-5108,SN-38,HT144,-7.5755413296
MK-5108,SN-38,HT29,4.1405252245
MK-5108,SN-38,KPL1,-3.3103405023
MK-5108,SN-38,LNCAP,-13.0270032495
MK-5108,SN-38,LOVO,-9.0046067461
MK-5108,SN-38,MDAMB436,5.7672742946
MK-5108,SN-38,NCIH1650,-5.1648432485
MK-5108,SN-38,NCIH2122,-115.0417585935
MK-5108,SN-38,NCIH23,11.8908155494
MK-5108,SN-38,NCIH460,-11.70061119
MK-5108,SN-38,NCIH520,-17.8998905697
MK-5108,SN-38,OV90,-7.1490534242
MK-5108,SN-38,OVCAR3,3.3415725136
MK-5108,SN-38,RKO,-0.5334773796
MK-5108,SN-38,RPMI7951,11.2847135942
MK-5108,SN-38,SKMEL30,-5.9426683254
MK-5108,SN-38,SKMES1,-3.0988130395
MK-5108,SN-38,SKOV3,6.6484766031
MK-5108,SN-38,SW620,-3.5969754514
MK-5108,SN-38,SW837,-3.8777891981
MK-5108,SN-38,T47D,3.7550215642
MK-5108,SN-38,UACC62,-4.6485999017
MK-5108,SN-38,VCAP,7.5176213826
MK-5108,SN-38,ZR751,0.1696533505
MK-5108,SORAFENIB,A2058,-9.5095105454
MK-5108,SORAFENIB,A2780,2.6013050432
MK-5108,SORAFENIB,A375,15.1617523719
MK-5108,SORAFENIB,CAOV3,-16.3547382001
MK-5108,SORAFENIB,ES2,8.0481577958
MK-5108,SORAFENIB,HCT116,12.3959795235
MK-5108,SORAFENIB,HT144,5.7917306093
MK-5108,SORAFENIB,HT29,4.7023334923
MK-5108,SORAFENIB,KPL1,3.9665312581
MK-5108,SORAFENIB,LNCAP,-8.1510988449
MK-5108,SORAFENIB,LOVO,-7.1986270005
MK-5108,SORAFENIB,MDAMB436,4.8704477584
MK-5108,SORAFENIB,NCIH1650,11.2190350985
MK-5108,SORAFENIB,NCIH2122,-10.3399405499
MK-5108,SORAFENIB,NCIH23,5.4646541303
MK-5108,SORAFENIB,NCIH460,-0.1265516788
MK-5108,SORAFENIB,NCIH520,2.7039907416
MK-5108,SORAFENIB,OV90,8.0444852187
MK-5108,SORAFENIB,OVCAR3,-16.1880788002
MK-5108,SORAFENIB,RKO,10.0352510343
MK-5108,SORAFENIB,RPMI7951,-8.6506641155
MK-5108,SORAFENIB,SKMEL30,9.5973556497
MK-5108,SORAFENIB,SKMES1,-6.2329173189
MK-5108,SORAFENIB,SKOV3,13.5394522559
MK-5108,SORAFENIB,SW620,5.09508107
MK-5108,SORAFENIB,SW837,5.1512511445
MK-5108,SORAFENIB,T47D,6.6266634334
MK-5108,SORAFENIB,UACC62,3.8799850599
MK-5108,SORAFENIB,VCAP,-1.4808339415
MK-5108,SORAFENIB,ZR751,-8.6589221197
MK-5108,TOPOTECAN,A2058,13.6295076152
MK-5108,TOPOTECAN,A2780,6.9238815806
MK-5108,TOPOTECAN,A375,14.1537282668
MK-5108,TOPOTECAN,CAOV3,7.4515142012
MK-5108,TOPOTECAN,ES2,25.5829462609
MK-5108,TOPOTECAN,HCT116,23.6906207904
MK-5108,TOPOTECAN,HT144,-2.6037463478
MK-5108,TOPOTECAN,HT29,13.697573099
MK-5108,TOPOTECAN,KPL1,5.3927884013
MK-5108,TOPOTECAN,LNCAP,-125.2246185504
MK-5108,TOPOTECAN,LOVO,8.618847316
MK-5108,TOPOTECAN,MDAMB436,18.3597311302
MK-5108,TOPOTECAN,NCIH1650,8.6656269856
MK-5108,TOPOTECAN,NCIH2122,-12.8758393999
MK-5108,TOPOTECAN,NCIH23,16.5935333667
MK-5108,TOPOTECAN,NCIH460,-11.4258172511
MK-5108,TOPOTECAN,NCIH520,4.3351647193
MK-5108,TOPOTECAN,OV90,14.3234506682
MK-5108,TOPOTECAN,OVCAR3,-12.1607284839
MK-5108,TOPOTECAN,RKO,23.4552987437
MK-5108,TOPOTECAN,RPMI7951,10.5885867504
MK-5108,TOPOTECAN,SKMEL30,19.1338536182
MK-5108,TOPOTECAN,SKMES1,10.4719052738
MK-5108,TOPOTECAN,SKOV3,25.6269646085
MK-5108,TOPOTECAN,SW620,13.6903447469
MK-5108,TOPOTECAN,SW837,7.0007462501
MK-5108,TOPOTECAN,T47D,6.3321983105
MK-5108,TOPOTECAN,UACC62,5.1974930735
MK-5108,TOPOTECAN,VCAP,3.7603024495
MK-5108,TOPOTECAN,ZR751,-1.0657626983
MK-8669,BEZ-235,A2058,86.5985705826
MK-8669,BEZ-235,A2780,72.0890746651
MK-8669,BEZ-235,A375,69.9183504631
MK-8669,BEZ-235,CAOV3,75.9558034951
MK-8669,BEZ-235,ES2,84.5757420765
MK-8669,BEZ-235,HCT116,40.8803063028
MK-8669,BEZ-235,HT144,93.0182210581
MK-8669,BEZ-235,HT29,52.8476255474
MK-8669,BEZ-235,KPL1,65.7284390561
MK-8669,BEZ-235,LNCAP,139.6131195494
MK-8669,BEZ-235,LOVO,56.8748508344
MK-8669,BEZ-235,MDAMB436,37.140628468
MK-8669,BEZ-235,NCIH1650,80.7032851466
MK-8669,BEZ-235,NCIH2122,107.4570425675
MK-8669,BEZ-235,NCIH23,64.7902497213
MK-8669,BEZ-235,NCIH460,75.0512714746
MK-8669,BEZ-235,NCIH520,77.373792276
MK-8669,BEZ-235,OV90,63.5717927255
MK-8669,BEZ-235,OVCAR3,84.2908657734
MK-8669,BEZ-235,RKO,44.3569040447
MK-8669,BEZ-235,RPMI7951,75.2988228809
MK-8669,BEZ-235,SKMEL30,121.0564092255
MK-8669,BEZ-235,SKMES1,90.8445824147
MK-8669,BEZ-235,SKOV3,67.9998915642
MK-8669,BEZ-235,SW620,82.7949688079
MK-8669,BEZ-235,SW837,101.5509714717
MK-8669,BEZ-235,T47D,179.123324559
MK-8669,BEZ-235,UACC62,102.4787820536
MK-8669,BEZ-235,VCAP,88.2044751761
MK-8669,BEZ-235,ZR751,63.9087828196
MK-8669,DINACICLIB,A2058,14.964845325
MK-8669,DINACICLIB,A2780,31.9279405803
MK-8669,DINACICLIB,A375,16.0131257739
MK-8669,DINACICLIB,CAOV3,7.3838399295
MK-8669,DINACICLIB,ES2,13.5385257176
MK-8669,DINACICLIB,HCT116,-9.5544141792
MK-8669,DINACICLIB,HT144,-0.143698773
MK-8669,DINACICLIB,HT29,-3.5362446365
MK-8669,DINACICLIB,KPL1,21.6242912689
MK-8669,DINACICLIB,LNCAP,33.3750345175
MK-8669,DINACICLIB,LOVO,-0.1193821647
MK-8669,DINACICLIB,MDAMB436,9.7621911667
MK-8669,DINACICLIB,NCIH1650,23.3565888537
MK-8669,DINACICLIB,NCIH2122,9.8277474949
MK-8669,DINACICLIB,NCIH23,12.5057813222
MK-8669,DINACICLIB,NCIH460,8.9220159952
MK-8669,DINACICLIB,NCIH520,-1.9906521482
MK-8669,DINACICLIB,OV90,15.2583402653
MK-8669,DINACICLIB,OVCAR3,16.9612387156
MK-8669,DINACICLIB,RKO,26.287220537
MK-8669,DINACICLIB,RPMI7951,23.6239378432
MK-8669,DINACICLIB,SKMEL30,15.0751194675
MK-8669,DINACICLIB,SKMES1,2.6997052257
MK-8669,DINACICLIB,SKOV3,13.5770529806
MK-8669,DINACICLIB,SW620,-5.3921121069
MK-8669,DINACICLIB,SW837,19.2648408256
MK-8669,DINACICLIB,T47D,22.7258766581
MK-8669,DINACICLIB,UACC62,13.8573531436
MK-8669,DINACICLIB,VCAP,25.0261843642
MK-8669,DINACICLIB,ZR751,13.781349722
MK-8669,GELDANAMYCIN,A2058,20.585916368
MK-8669,GELDANAMYCIN,A2780,13.9029014311
MK-8669,GELDANAMYCIN,A375,17.0880601988
